year-index,filename,sizeW,sizeH,image_proportion,vis_type,Conference,Year,pageNum,Paper DOI,thumb_url,url,Paper type,Paper Title,Author,Keywords Author,paper_url
206,InfoVis.1017.206.jpg,1428,697,0.293929,2,InfoVis,2010,7,10.1109/TVCG.2010.184,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1017.206.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1017.206.jpg,J,Pargnostics: Screen-Space Metrics for Parallel Coordinates,Aritra Dasgupta;Robert Kosara,"Parallel coordinates, metrics, display optimization, visualization models",http://dx.doi.org/10.1109/TVCG.2010.184
207,InfoVis.1017.207.jpg,1436,601,0.254865,9,InfoVis,2010,8,10.1109/TVCG.2010.184,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1017.207.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1017.207.jpg,J,Pargnostics: Screen-Space Metrics for Parallel Coordinates,Aritra Dasgupta;Robert Kosara,"Parallel coordinates, metrics, display optimization, visualization models",http://dx.doi.org/10.1109/TVCG.2010.184
208,InfoVis.1017.208.jpg,698,369,0.076061,11,InfoVis,2010,9,10.1109/TVCG.2010.184,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1017.208.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1017.208.jpg,J,Pargnostics: Screen-Space Metrics for Parallel Coordinates,Aritra Dasgupta;Robert Kosara,"Parallel coordinates, metrics, display optimization, visualization models",http://dx.doi.org/10.1109/TVCG.2010.184
209,InfoVis.1017.209.jpg,711,1744,0.366182,11,InfoVis,2010,9,10.1109/TVCG.2010.184,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1017.209.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1017.209.jpg,J,Pargnostics: Screen-Space Metrics for Parallel Coordinates,Aritra Dasgupta;Robert Kosara,"Parallel coordinates, metrics, display optimization, visualization models",http://dx.doi.org/10.1109/TVCG.2010.184
210,InfoVis.1063.210.jpg,1168,503,0.173497,2,InfoVis,2010,1,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.210.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.210.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
211,InfoVis.1063.211.jpg,459,161,0.021823,4,InfoVis,2010,3,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.211.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.211.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
212,InfoVis.1063.212.jpg,515,174,0.026463,4,InfoVis,2010,3,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.212.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.212.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
213,InfoVis.1063.213.jpg,591,204,0.035604,2,InfoVis,2010,4,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.213.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.213.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
214,InfoVis.1063.214.jpg,614,714,0.129464,4,InfoVis,2010,5,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.214.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.214.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
215,InfoVis.1063.215.jpg,548,490,0.079297,2,InfoVis,2010,5,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.215.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.215.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
216,InfoVis.1063.216.jpg,359,324,0.034350,10,InfoVis,2010,6,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.216.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.216.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
217,InfoVis.1063.217.jpg,397,401,0.047013,10,InfoVis,2010,6,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.217.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.217.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
218,InfoVis.1063.218.jpg,397,297,0.034820,2,InfoVis,2010,6,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.218.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.218.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
219,InfoVis.1063.219.jpg,1235,801,0.292133,7,InfoVis,2010,7,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.219.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.219.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
220,InfoVis.1063.220.jpg,399,400,0.047132,10,InfoVis,2010,8,10.1109/TVCG.2010.185,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1063.220.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1063.220.jpg,J,PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization,Claurissa Tuttle;Luis Gustavo Nonato;Claudio Silva,"Genealogy, Pedigree, H-tree",http://dx.doi.org/10.1109/TVCG.2010.185
221,InfoVis.990.221.jpg,1284,579,0.219546,4,InfoVis,2010,1,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.221.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.221.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
222,InfoVis.990.222.jpg,618,248,0.045261,10,InfoVis,2010,3,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.222.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.222.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
223,InfoVis.990.223.jpg,692,233,0.047615,3,InfoVis,2010,3,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.223.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.223.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
224,InfoVis.990.224.jpg,640,241,0.045549,2,InfoVis,2010,4,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.224.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.224.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
225,InfoVis.990.225.jpg,687,233,0.047271,10,InfoVis,2010,4,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.225.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.225.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
226,InfoVis.990.226.jpg,686,294,0.059560,10,InfoVis,2010,5,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.226.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.226.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
227,InfoVis.990.227.jpg,690,313,0.063779,10,InfoVis,2010,5,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.227.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.227.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
228,InfoVis.990.228.jpg,700,236,0.048786,10,InfoVis,2010,5,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.228.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.228.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
229,InfoVis.990.229.jpg,130,193,0.007409,15,InfoVis,2010,6,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.229.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.229.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
230,InfoVis.990.230.jpg,701,242,0.050097,2,InfoVis,2010,6,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.230.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.230.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
231,InfoVis.990.231.jpg,659,666,0.129611,10,InfoVis,2010,7,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.231.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.231.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
232,InfoVis.990.232.jpg,682,1551,0.312376,10,InfoVis,2010,7,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.232.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.232.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
233,InfoVis.990.233.jpg,1406,1556,0.646065,10,InfoVis,2010,7,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.233.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.233.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
234,InfoVis.990.234.jpg,1420,1560,0.654175,10,InfoVis,2010,7,10.1109/TVCG.2010.186,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.990.234.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.990.234.jpg,J,Perceptual Guidelines for Creating Rectangular Treemaps,Nicholas Kong;Jeffrey Heer;Maneesh Agrawala,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",http://dx.doi.org/10.1109/TVCG.2010.186
235,InfoVis.890.235.jpg,1291,422,0.160887,7,InfoVis,2010,1,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.235.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.235.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
236,InfoVis.890.236.jpg,718,1488,0.315507,2,InfoVis,2010,2,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.236.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.236.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
237,InfoVis.890.237.jpg,715,225,0.047508,7,InfoVis,2010,4,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.237.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.237.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
238,InfoVis.890.238.jpg,1433,411,0.173928,2,InfoVis,2010,5,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.238.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.238.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
239,InfoVis.890.239.jpg,1428,714,0.301098,9,InfoVis,2010,5,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.239.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.239.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
240,InfoVis.890.240.jpg,1434,719,0.304480,7,InfoVis,2010,5,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.240.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.240.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
241,InfoVis.890.241.jpg,724,560,0.119731,11,InfoVis,2010,6,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.241.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.241.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
242,InfoVis.890.242.jpg,609,449,0.080750,10,InfoVis,2010,6,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.242.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.242.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
243,InfoVis.890.243.jpg,738,370,0.080638,13,InfoVis,2010,7,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.243.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.243.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
244,InfoVis.890.244.jpg,719,850,0.180480,7,InfoVis,2010,8,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.244.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.244.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
245,InfoVis.890.245.jpg,1394,576,0.237119,7,InfoVis,2010,8,10.1109/TVCG.2010.191,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.890.245.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.890.245.jpg,J,Rethinking Map Legends with Visualization,Jason Dykes;Jo Wood;Aidan Slingsby,"Cartography, design, Digimap service, legend, online web mapping, visualization",http://dx.doi.org/10.1109/TVCG.2010.191
246,InfoVis.900.246.jpg,1314,290,0.112532,2,InfoVis,2010,1,10.1109/TVCG.2010.193,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.900.246.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.900.246.jpg,J,SignalLens: Focus+Context Applied to Electronic Time Series,Robert Kincaid,"Focus+Context, Lens, Test and Measurement, Electronic Signal, Signal Processing",http://dx.doi.org/10.1109/TVCG.2010.193
247,InfoVis.900.247.jpg,574,414,0.070177,6,InfoVis,2010,3,10.1109/TVCG.2010.193,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.900.247.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.900.247.jpg,J,SignalLens: Focus+Context Applied to Electronic Time Series,Robert Kincaid,"Focus+Context, Lens, Test and Measurement, Electronic Signal, Signal Processing",http://dx.doi.org/10.1109/TVCG.2010.193
248,InfoVis.900.248.jpg,1441,301,0.128089,2,InfoVis,2010,5,10.1109/TVCG.2010.193,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.900.248.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.900.248.jpg,J,SignalLens: Focus+Context Applied to Electronic Time Series,Robert Kincaid,"Focus+Context, Lens, Test and Measurement, Electronic Signal, Signal Processing",http://dx.doi.org/10.1109/TVCG.2010.193
249,InfoVis.900.249.jpg,1419,699,0.292914,2,InfoVis,2010,5,10.1109/TVCG.2010.193,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.900.249.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.900.249.jpg,J,SignalLens: Focus+Context Applied to Electronic Time Series,Robert Kincaid,"Focus+Context, Lens, Test and Measurement, Electronic Signal, Signal Processing",http://dx.doi.org/10.1109/TVCG.2010.193
250,InfoVis.900.250.jpg,1433,306,0.129494,2,InfoVis,2010,6,10.1109/TVCG.2010.193,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.900.250.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.900.250.jpg,J,SignalLens: Focus+Context Applied to Electronic Time Series,Robert Kincaid,"Focus+Context, Lens, Test and Measurement, Electronic Signal, Signal Processing",http://dx.doi.org/10.1109/TVCG.2010.193
251,InfoVis.900.251.jpg,1415,399,0.166729,3,InfoVis,2010,6,10.1109/TVCG.2010.193,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.900.251.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.900.251.jpg,J,SignalLens: Focus+Context Applied to Electronic Time Series,Robert Kincaid,"Focus+Context, Lens, Test and Measurement, Electronic Signal, Signal Processing",http://dx.doi.org/10.1109/TVCG.2010.193
252,InfoVis.900.252.jpg,1436,244,0.103473,2,InfoVis,2010,7,10.1109/TVCG.2010.193,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.900.252.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.900.252.jpg,J,SignalLens: Focus+Context Applied to Electronic Time Series,Robert Kincaid,"Focus+Context, Lens, Test and Measurement, Electronic Signal, Signal Processing",http://dx.doi.org/10.1109/TVCG.2010.193
253,InfoVis.1182.253.jpg,594,695,0.121914,2,InfoVis,2010,2,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.253.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1182.253.jpg,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194
254,InfoVis.1182.254.jpg,642,234,0.044364,2,InfoVis,2010,3,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.254.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1182.254.jpg,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194
255,InfoVis.1182.255.jpg,648,1295,0.247814,4,InfoVis,2010,5,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.255.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1182.255.jpg,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194
256,InfoVis.1182.256.jpg,579,270,0.046166,4,InfoVis,2010,6,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.256.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1182.256.jpg,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194
257,InfoVis.1182.257.jpg,1273,579,0.217665,2,InfoVis,2010,6,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.257.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010/InfoVis.1182.257.jpg,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194
