year-index,filename,Conference,Year,Paper DOI,thumb_url,cap_url,url,fileIndex,imageID,Paper type,Paper Title,Author,Keywords Author,paper_url,Paper FirstPage,Paper LastPage,globalIndex,recodeRank,img_width,img_height,isUP
886,InfoVis.1172.87.jpg,InfoVis,2010,10.1109/TVCG.2010.154,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1172.87.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1172.87.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1172.886.png,I886,I886Y2010,J,FacetAtlas: Multifaceted Visualization for Rich Text Corpora,Nan Cao;Jimeng Sun;Yu-Ru Lin;David Gotz;Shixia Liu;Huamin Qu,"Multi-facet visualization, Text visualization, Multi-relational Graph, Search UI",http://dx.doi.org/10.1109/TVCG.2010.154,1172,1181,3793,3793,628,1041,1
887,InfoVis.1172.88.jpg,InfoVis,2010,10.1109/TVCG.2010.154,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1172.88.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1172.88.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1172.887.png,I887,I887Y2010,J,FacetAtlas: Multifaceted Visualization for Rich Text Corpora,Nan Cao;Jimeng Sun;Yu-Ru Lin;David Gotz;Shixia Liu;Huamin Qu,"Multi-facet visualization, Text visualization, Multi-relational Graph, Search UI",http://dx.doi.org/10.1109/TVCG.2010.154,1172,1181,3794,3794,578,601,1
888,InfoVis.1172.89.jpg,InfoVis,2010,10.1109/TVCG.2010.154,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1172.89.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1172.89.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1172.888.png,I888,I888Y2010,J,FacetAtlas: Multifaceted Visualization for Rich Text Corpora,Nan Cao;Jimeng Sun;Yu-Ru Lin;David Gotz;Shixia Liu;Huamin Qu,"Multi-facet visualization, Text visualization, Multi-relational Graph, Search UI",http://dx.doi.org/10.1109/TVCG.2010.154,1172,1181,3795,3795,580,610,1
889,InfoVis.1182.253.jpg,InfoVis,2010,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.253.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1182.253.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1182.889.png,I889,I889Y2010,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194,1182,1189,3796,3796,595,696,1
890,InfoVis.1182.254.jpg,InfoVis,2010,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.254.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1182.254.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1182.890.png,I890,I890Y2010,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194,1182,1189,3797,3797,643,235,1
891,InfoVis.1182.255.jpg,InfoVis,2010,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.255.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1182.255.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1182.891.png,I891,I891Y2010,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194,1182,1189,3798,3798,649,1296,1
892,InfoVis.1182.256.jpg,InfoVis,2010,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.256.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1182.256.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1182.892.png,I892,I892Y2010,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194,1182,1189,3799,3799,580,271,1
893,InfoVis.1182.257.jpg,InfoVis,2010,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.257.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1182.257.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1182.893.png,I893,I893Y2010,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194,1182,1189,3800,3800,1274,580,1
894,InfoVis.1182.258.jpg,InfoVis,2010,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.258.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1182.258.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1182.894.png,I894,I894Y2010,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194,1182,1189,3801,3801,700,374,1
895,InfoVis.1182.259.jpg,InfoVis,2010,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.259.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1182.259.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1182.895.png,I895,I895Y2010,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194,1182,1189,3802,3802,609,271,1
896,InfoVis.1182.260.jpg,InfoVis,2010,10.1109/TVCG.2010.194,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1182.260.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1182.260.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1182.896.png,I896,I896Y2010,J,SparkClouds: Visualizing Trends in Tag Clouds,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",http://dx.doi.org/10.1109/TVCG.2010.194,1182,1189,3803,3803,589,310,1
897,InfoVis.1190.145.jpg,InfoVis,2010,10.1109/TVCG.2010.175,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1190.145.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1190.145.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1190.897.png,I897,I897Y2010,J,ManiWordle: Providing Flexible Control over Wordle,Kyle Koh;Bongshin Lee;Bohyoung Kim;Jinwook Seo,"Interaction design, direct manipulation, flexibilty-usability tradeoff, tag-cloud, participatory visualization, user study ",http://dx.doi.org/10.1109/TVCG.2010.175,1190,1197,3804,3804,1012,471,1
898,InfoVis.1190.146.jpg,InfoVis,2010,10.1109/TVCG.2010.175,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1190.146.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1190.146.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1190.898.png,I898,I898Y2010,J,ManiWordle: Providing Flexible Control over Wordle,Kyle Koh;Bongshin Lee;Bohyoung Kim;Jinwook Seo,"Interaction design, direct manipulation, flexibilty-usability tradeoff, tag-cloud, participatory visualization, user study ",http://dx.doi.org/10.1109/TVCG.2010.175,1190,1197,3805,3805,537,299,1
899,InfoVis.1190.147.jpg,InfoVis,2010,10.1109/TVCG.2010.175,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1190.147.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1190.147.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1190.899.png,I899,I899Y2010,J,ManiWordle: Providing Flexible Control over Wordle,Kyle Koh;Bongshin Lee;Bohyoung Kim;Jinwook Seo,"Interaction design, direct manipulation, flexibilty-usability tradeoff, tag-cloud, participatory visualization, user study ",http://dx.doi.org/10.1109/TVCG.2010.175,1190,1197,3806,3806,1431,316,1
900,InfoVis.1190.148.jpg,InfoVis,2010,10.1109/TVCG.2010.175,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1190.148.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1190.148.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1190.900.png,I900,I900Y2010,J,ManiWordle: Providing Flexible Control over Wordle,Kyle Koh;Bongshin Lee;Bohyoung Kim;Jinwook Seo,"Interaction design, direct manipulation, flexibilty-usability tradeoff, tag-cloud, participatory visualization, user study ",http://dx.doi.org/10.1109/TVCG.2010.175,1190,1197,3807,3807,1430,125,1
901,InfoVis.1190.149.jpg,InfoVis,2010,10.1109/TVCG.2010.175,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1190.149.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1190.149.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1190.901.png,I901,I901Y2010,J,ManiWordle: Providing Flexible Control over Wordle,Kyle Koh;Bongshin Lee;Bohyoung Kim;Jinwook Seo,"Interaction design, direct manipulation, flexibilty-usability tradeoff, tag-cloud, participatory visualization, user study ",http://dx.doi.org/10.1109/TVCG.2010.175,1190,1197,3808,3808,506,291,1
902,InfoVis.1190.150.jpg,InfoVis,2010,10.1109/TVCG.2010.175,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1190.150.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1190.150.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1190.902.png,I902,I902Y2010,J,ManiWordle: Providing Flexible Control over Wordle,Kyle Koh;Bongshin Lee;Bohyoung Kim;Jinwook Seo,"Interaction design, direct manipulation, flexibilty-usability tradeoff, tag-cloud, participatory visualization, user study ",http://dx.doi.org/10.1109/TVCG.2010.175,1190,1197,3809,3809,1252,364,1
903,InfoVis.1190.151.jpg,InfoVis,2010,10.1109/TVCG.2010.175,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/InfoVis.1190.151.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/InfoVis.1190.151.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/InfoVis.1190.903.png,I903,I903Y2010,J,ManiWordle: Providing Flexible Control over Wordle,Kyle Koh;Bongshin Lee;Bohyoung Kim;Jinwook Seo,"Interaction design, direct manipulation, flexibilty-usability tradeoff, tag-cloud, participatory visualization, user study ",http://dx.doi.org/10.1109/TVCG.2010.175,1190,1197,3810,3810,1410,363,1
904,VAST.3.342.jpg,VAST,2010,10.1109/VAST.2010.5652392,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.3.342.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.3.342.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.3.904.png,I904,I904Y2010,C,DimStiller: Workflows for dimensional analysis and reduction,Stephen Ingram;Tamara Munzner;Veronika Irvine;Melanie Tory;Steven Bergner;Torsten Möller,,http://dx.doi.org/10.1109/VAST.2010.5652392,3,10,3811,3811,1370,558,0
905,VAST.3.343.jpg,VAST,2010,10.1109/VAST.2010.5652392,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.3.343.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.3.343.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.3.905.png,I905,I905Y2010,C,DimStiller: Workflows for dimensional analysis and reduction,Stephen Ingram;Tamara Munzner;Veronika Irvine;Melanie Tory;Steven Bergner;Torsten Möller,,http://dx.doi.org/10.1109/VAST.2010.5652392,3,10,3812,3812,717,221,0
906,VAST.3.344.jpg,VAST,2010,10.1109/VAST.2010.5652392,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.3.344.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.3.344.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.3.906.png,I906,I906Y2010,C,DimStiller: Workflows for dimensional analysis and reduction,Stephen Ingram;Tamara Munzner;Veronika Irvine;Melanie Tory;Steven Bergner;Torsten Möller,,http://dx.doi.org/10.1109/VAST.2010.5652392,3,10,3813,3813,660,306,0
907,VAST.3.345.jpg,VAST,2010,10.1109/VAST.2010.5652392,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.3.345.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.3.345.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.3.907.png,I907,I907Y2010,C,DimStiller: Workflows for dimensional analysis and reduction,Stephen Ingram;Tamara Munzner;Veronika Irvine;Melanie Tory;Steven Bergner;Torsten Möller,,http://dx.doi.org/10.1109/VAST.2010.5652392,3,10,3814,3814,671,426,0
908,VAST.3.346.jpg,VAST,2010,10.1109/VAST.2010.5652392,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.3.346.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.3.346.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.3.908.png,I908,I908Y2010,C,DimStiller: Workflows for dimensional analysis and reduction,Stephen Ingram;Tamara Munzner;Veronika Irvine;Melanie Tory;Steven Bergner;Torsten Möller,,http://dx.doi.org/10.1109/VAST.2010.5652392,3,10,3815,3815,671,403,0
909,VAST.11.347.jpg,VAST,2010,10.1109/VAST.2010.5652398,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.11.347.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.11.347.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.11.909.png,I909,I909Y2010,C,Visual exploration of classification models for risk assessment,Malgorzata Migut;Marcel Worring,"Visual Analytics, Interactive Visual Exploration, Decision Boundary Visualization, Multi-dimensional Space, Classification",http://dx.doi.org/10.1109/VAST.2010.5652398,11,18,3816,3816,574,434,0
910,VAST.11.348.jpg,VAST,2010,10.1109/VAST.2010.5652398,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.11.348.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.11.348.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.11.910.png,I910,I910Y2010,C,Visual exploration of classification models for risk assessment,Malgorzata Migut;Marcel Worring,"Visual Analytics, Interactive Visual Exploration, Decision Boundary Visualization, Multi-dimensional Space, Classification",http://dx.doi.org/10.1109/VAST.2010.5652398,11,18,3817,3817,540,198,0
911,VAST.11.349.jpg,VAST,2010,10.1109/VAST.2010.5652398,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.11.349.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.11.349.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.11.911.png,I911,I911Y2010,C,Visual exploration of classification models for risk assessment,Malgorzata Migut;Marcel Worring,"Visual Analytics, Interactive Visual Exploration, Decision Boundary Visualization, Multi-dimensional Space, Classification",http://dx.doi.org/10.1109/VAST.2010.5652398,11,18,3818,3818,550,215,0
912,VAST.11.350.jpg,VAST,2010,10.1109/VAST.2010.5652398,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.11.350.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.11.350.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.11.912.png,I912,I912Y2010,C,Visual exploration of classification models for risk assessment,Malgorzata Migut;Marcel Worring,"Visual Analytics, Interactive Visual Exploration, Decision Boundary Visualization, Multi-dimensional Space, Classification",http://dx.doi.org/10.1109/VAST.2010.5652398,11,18,3819,3819,986,732,0
913,VAST.11.351.jpg,VAST,2010,10.1109/VAST.2010.5652398,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.11.351.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.11.351.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.11.913.png,I913,I913Y2010,C,Visual exploration of classification models for risk assessment,Malgorzata Migut;Marcel Worring,"Visual Analytics, Interactive Visual Exploration, Decision Boundary Visualization, Multi-dimensional Space, Classification",http://dx.doi.org/10.1109/VAST.2010.5652398,11,18,3820,3820,971,723,0
914,VAST.11.352.jpg,VAST,2010,10.1109/VAST.2010.5652398,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.11.352.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.11.352.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.11.914.png,I914,I914Y2010,C,Visual exploration of classification models for risk assessment,Malgorzata Migut;Marcel Worring,"Visual Analytics, Interactive Visual Exploration, Decision Boundary Visualization, Multi-dimensional Space, Classification",http://dx.doi.org/10.1109/VAST.2010.5652398,11,18,3821,3821,715,518,0
915,VAST.19.353.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.353.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.353.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.915.png,I915,I915Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3822,3822,315,357,0
916,VAST.19.355.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.355.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.355.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.916.png,I916,I916Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3823,3823,610,475,0
917,VAST.19.356.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.356.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.356.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.917.png,I917,I917Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3824,3824,643,511,0
918,VAST.19.357.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.357.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.357.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.918.png,I918,I918Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3825,3825,654,226,0
919,VAST.19.358.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.358.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.358.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.919.png,I919,I919Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3826,3826,653,234,0
920,VAST.19.359.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.359.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.359.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.920.png,I920,I920Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3827,3827,483,263,0
921,VAST.19.360.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.360.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.360.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.921.png,I921,I921Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3828,3828,340,290,0
922,VAST.19.361.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.361.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.361.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.922.png,I922,I922Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3829,3829,626,379,0
923,VAST.19.362.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.362.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.362.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.923.png,I923,I923Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3830,3830,580,457,0
924,VAST.19.363.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.363.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.363.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.924.png,I924,I924Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3831,3831,542,216,0
925,VAST.19.364.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.364.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.364.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.925.png,I925,I925Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3832,3832,475,374,0
926,VAST.19.365.jpg,VAST,2010,10.1109/VAST.2010.5652433,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.19.365.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.19.365.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.19.926.png,I926,I926Y2010,C,Improving the visual analysis of high-dimensional datasets using quality measures,Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus Magnor,,http://dx.doi.org/10.1109/VAST.2010.5652433,19,26,3833,3833,1316,1076,0
927,VAST.27.366.jpg,VAST,2010,10.1109/VAST.2010.5652443,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010thumb/VAST.27.366.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2010WCap/VAST.27.366.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2010/VAST.27.927.png,I927,I927Y2010,C,iVisClassifier: An interactive visual analytics system for classification based on supervised dimension reduction,Jaegul Choo;Hanseung Lee;Jaeyeon Kihm;Haesun Park,,http://dx.doi.org/10.1109/VAST.2010.5652443,27,34,3834,3834,733,324,0
