Conference,Year,Number of Figures,Paper Title,Paper DOI,Author,URL,Paper type,Keywords Author,Paper ID,Number of Pages,Number of Figures,image name identification,medical,biology,brain,tract,flow,vector,tensor,particle,physics,streamline,biomedical_vis,flow_vis,isIncluded
Vis,2010,8,Pre-Integrated Volume Rendering with Non-Linear Gradient Interpolation,10.1109/TVCG.2010.187,Amel Guetat;Alexandre Ancel;Stéphane Marchesin;Jean-Michel Dischler,http://dx.doi.org/10.1109/TVCG.2010.187,J,"Ray casting, pre-integration, Phong shading, volume rendering",p133,8,8,2010 Guetat 10.1109/TVCG.2010.187,0,0,0,0,0,0,0,0,0,0,0,0,1
Vis,2010,8,Projector Placement Planning for High Quality Visualizations on Real-World Colored Objects,10.1109/TVCG.2010.189,Alvin J. Law;Daniel G. Aliaga;Aditi Majumder,http://dx.doi.org/10.1109/TVCG.2010.189,J,"Large and High-resolution Displays, Interaction Design, Mobile and Ubiquitous Visualization",p134,9,8,2010 Law 10.1109/TVCG.2010.189,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,6,Result-Driven Exploration of Simulation Parameter Spaces for Visual Effects Design,10.1109/TVCG.2010.190,Stefan Bruckner;Torsten Möller,http://dx.doi.org/10.1109/TVCG.2010.190,J,"Visual exploration, visual effects, clustering, time-dependent volume data",p135,9,6,2010 Bruckner 10.1109/TVCG.2010.190,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,11,Scalable Multi-variate Analytics of Seismic and Satellite-based Observational Data,10.1109/TVCG.2010.192,Xiaoru Yuan;He Xiao;Hanqi Guo;Peihong Guo;Wesley Kendall;Jian Huang;Yongxian Zhang,http://dx.doi.org/10.1109/TVCG.2010.192,J,"Earth Science Visualization, Multivariate Visualization, Seismic Data, Scalable Visualization",p136,8,11,2010 Yuan 10.1109/TVCG.2010.192,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,13,Spatial Conditioning of Transfer Functions Using Local Material Distributions,10.1109/TVCG.2010.195,Stefan Lindholm;Patric Ljung;Claes Lundström;Anders Persson;Anders Ynnerman,http://dx.doi.org/10.1109/TVCG.2010.195,J,"Direct Volume Rendering, Transfer Function, Spatial Conditioning, Neighborhood Meta-Data",p137,10,13,2010 Lindholm 10.1109/TVCG.2010.195,0,0,0,0,0,0,0,0,0,0,0,0,1
Vis,2010,13,Special Relativistic Visualization by Local Ray Tracing,10.1109/TVCG.2010.196,Thomas Müller;Sebastian Grottel;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2010.196,J,"Poincare transformation, aberration of light, Doppler effect, illumination, searchlight effect, special relativity, GPU ray tracing",p138,8,13,2010 Müller 10.1109/TVCG.2010.196,0,0,0,0,0,0,0,0,1,0,0,1,0
Vis,2010,12,Streak Lines as Tangent Curves of a Derived Vector field,10.1109/TVCG.2010.198,Tino Weinkauf;Holger Theisel,http://dx.doi.org/10.1109/TVCG.2010.198,J,"Unsteady flow visualization, streak lines, streak surfaces, feature extraction",p139,10,12,2010 Weinkauf 10.1109/TVCG.2010.198,0,0,0,0,1,0,0,0,0,0,0,1,1
Vis,2010,11,Superquadric Glyphs for Symmetric Second-Order Tensors,10.1109/TVCG.2010.199,Thomas Schultz;Gordon L. Kindlmann,http://dx.doi.org/10.1109/TVCG.2010.199,J,"Tensor Glyphs, Stress Tensors, Rate-of-Deformation Tensors, Geometry Tensors, Glyph Design",p140,10,11,2010 Schultz 10.1109/TVCG.2010.199,0,0,0,0,0,0,1,0,0,0,0,1,1
Vis,2010,13,Supine and Prone Colon Registration Using Quasi-Conformal Mapping,10.1109/TVCG.2010.200,Wei Zeng;Joseph Marino;Krishna Chaitanya Gurijala;Xianfeng Gu;Arie E. Kaufman,http://dx.doi.org/10.1109/TVCG.2010.200,J,"Data registration, geometry-based techniques, medical visualization, mathematical foundations for visualization",p141,10,13,2010 Zeng 10.1109/TVCG.2010.200,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2010,8,TanGeoMS: Tangible Geospatial Modeling System,10.1109/TVCG.2010.202,Laura Tateosian;Helena Mitásová;Brendan Harmon;Brent Fogleman;Katherine Weaver;Russell S. Harmon,http://dx.doi.org/10.1109/TVCG.2010.202,J,"Visualization system, geographic/geospatial visualization, terrain visualization, tangible user interface, collaborative visualization, human-computer interaction",p142,8,8,2010 Tateosian 10.1109/TVCG.2010.202,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,13,Two-Phase Mapping for Projecting Massive Data Sets,10.1109/TVCG.2010.207,Fernando Vieira Paulovich;Cláudio T. Silva;Luis Gustavo Nonato,http://dx.doi.org/10.1109/TVCG.2010.207,J,"Dimensionality Reduction,Projection Methods,Visual Data Mining,Streaming Technique",p143,10,13,2010 Paulovich 10.1109/TVCG.2010.207,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,9,Uncertainty-Aware Guided Volume Segmentation,10.1109/TVCG.2010.208,Jörg-Stefan Praßni;Timo Ropinski;Klaus H. Hinrichs,http://dx.doi.org/10.1109/TVCG.2010.208,J,"Volume segmentation, uncertainty, classification, random walker",p144,8,9,2010 Praßni 10.1109/TVCG.2010.208,0,0,0,0,0,0,0,0,0,0,0,0,1
Vis,2010,15,VDVR: Verifiable Volume Visualization of Projection-Based Data,10.1109/TVCG.2010.211,Ziyi Zheng;Wei Xu;Klaus Mueller,http://dx.doi.org/10.1109/TVCG.2010.211,J,"Direct volume rendering, computed tomography, filtered back-projection, verifiable visualization",p145,10,15,2010 Zheng 10.1109/TVCG.2010.211,1,0,0,0,0,0,0,0,0,0,1,0,0
Vis,2010,14,View-Dependent Streamlines for 3D Vector fields,10.1109/TVCG.2010.212,Stéphane Marchesin;Cheng-Kai Chen;Chris Ho;Kwan-Liu Ma,http://dx.doi.org/10.1109/TVCG.2010.212,J,"Streamlines, Vector fields, View-dependent",p146,9,14,2010 Marchesin 10.1109/TVCG.2010.212,0,0,0,0,0,0,0,0,0,1,0,1,1
Vis,2010,17,Visual Exploration of High Dimensional Scalar Functions,10.1109/TVCG.2010.213,Samuel Gerber;Peer-Timo Bremer;Valerio Pascucci;Ross T. Whitaker,http://dx.doi.org/10.1109/TVCG.2010.213,J,"Morse theory, High-dimensional visualization, Morse-Smale complex",p147,10,17,2010 Gerber 10.1109/TVCG.2010.213,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,15,Visual Optimality and Stability Analysis of 3DCT Scan Positions,10.1109/TVCG.2010.214,Artem Amirkhanov;Christoph Heinzl;Michael Reiter;Eduard Gröller,http://dx.doi.org/10.1109/TVCG.2010.214,J,"Penetration-length analysis, Industrial 3DCT, simulation, Radon-space analysis, stability analysis",p148,10,15,2010 Amirkhanov 10.1109/TVCG.2010.214,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,15,Visualization by Proxy: A Novel Framework for Deferred Interaction with Volume Data,10.1109/TVCG.2010.215,Anna Tikhonova;Carlos D. Correa;Kwan-Liu Ma,http://dx.doi.org/10.1109/TVCG.2010.215,J,"Volume visualization, deferred interaction, image-based rendering, volume distortion camera",p149,9,15,2010 Tikhonova 10.1109/TVCG.2010.215a,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,8,Visualizing Flow Trajectories Using Locality-based Rendering and Warped Curve Plots,10.1109/TVCG.2010.218,Chad Jones;Kwan-Liu Ma,http://dx.doi.org/10.1109/TVCG.2010.218,J,"Flow visualization, Multi-field visualization, Focus+context visualization, Coordinated linked views",p150,8,8,2010 Jones 10.1109/TVCG.2010.218,0,0,0,0,1,0,0,0,0,0,0,1,1
Vis,2010,13,Volumetric Modeling in Laser BPH Therapy Simulation,10.1109/TVCG.2010.221,Nan Zhang;Xiangmin Zhou;Yunhe Shen;Robert M. Sweet,http://dx.doi.org/10.1109/TVCG.2010.221,J,"Volume modeling, volume CSG, controlled-volume vaporization, medical simulation, laser BPH simulator",p151,8,13,2010 Zhang 10.1109/TVCG.2010.221,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2010,11,World Lines,10.1109/TVCG.2010.223,Jürgen Waser;Raphael Fuchs;Hrvoje Ribicic;Benjamin Schindler;Günter Blöschl;Eduard Gröller,http://dx.doi.org/10.1109/TVCG.2010.223,J,"Problem solving environment, decision making, simulation steering, parallel worlds, CFD, smoothed particle hydrodynamics",p152,10,11,2010 Waser 10.1109/TVCG.2010.223,0,0,0,0,0,0,0,1,0,0,0,1,0
Vis,2011,10,A Scale Space Based Persistence Measure for Critical Points in 2D Scalar fields,10.1109/TVCG.2011.159,Jan Reininghaus;Natallia Kotava;David Günther;Jens Kasten;Hans Hagen;Ingrid Hotz,http://dx.doi.org/10.1109/TVCG.2011.159,J,"Scale space, persistence, discrete Morse theory",p153,8,10,2011 Reininghaus 10.1109/TVCG.2011.159,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,10,About the Influence of Illumination Models on Image Comprehension in Direct Volume Rendering,10.1109/TVCG.2011.161,Florian Lindemann;Timo Ropinski,http://dx.doi.org/10.1109/TVCG.2011.161,J,"Volumetric illumination, volume rendering, spatial comprehension",p154,10,10,2011 Lindemann 10.1109/TVCG.2011.161,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,9,Adaptive Extraction and Quantification of Geophysical Vortices,10.1109/TVCG.2011.162,Sean Williams;Mark Petersen;Peer-Timo Bremer;Matthew Hecht;Valerio Pascucci;James P. Ahrens;Mario Hlawitschka;Bernd Hamann,http://dx.doi.org/10.1109/TVCG.2011.162,J,"Vortex extraction, feature extraction, statistical data analysis",p155,8,9,2011 Williams 10.1109/TVCG.2011.162,0,0,0,0,1,0,0,0,0,0,0,1,1
Vis,2011,13,An Efficient Direct Volume Rendering Approach for Dichromats,10.1109/TVCG.2011.164,Weifeng Chen;Wei Chen;Hujun Bao,http://dx.doi.org/10.1109/TVCG.2011.164,J,"Dichromacy, direct volume rendering, volume classification, image recoloring",p156,9,13,2011 Chen 10.1109/TVCG.2011.164,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,11,An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces,10.1109/TVCG.2011.165,Nico Pietroni;Massimiliano Corsini;Paolo Cignoni;Roberto Scopigno,http://dx.doi.org/10.1109/TVCG.2011.165,J,"Surface Characterization, Interactive Inspection, Cultural Heritage, Mesh Parameterization, Image Processing",p157,8,11,2011 Pietroni 10.1109/TVCG.2011.165,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,7,Artificial Defocus for Displaying Markers in Microscopy Z-Stacks,10.1109/TVCG.2011.168,Alessandro Giusti;Pierluigi Taddei;Giorgio Corani;Luca Maria Gambardella;Cristina Magli;Luca Gianaroli,http://dx.doi.org/10.1109/TVCG.2011.168,J,"Depth of field, Microscopy, Focus stacks",p158,8,7,2011 Giusti 10.1109/TVCG.2011.168,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,7,Asymmetric Tensor field Visualization for Surfaces,10.1109/TVCG.2011.170,Darrel Palke;Zhongzang Lin;Guoning Chen;Harry Yeh;Paul Vincent;Robert S. Laramee;Eugene Zhang,http://dx.doi.org/10.1109/TVCG.2011.170,J,"Aasymmetric tensor fields, vector fields, glyph packing, hyperstreamline placement, view-dependent",p159,10,7,2011 Palke 10.1109/TVCG.2011.170,0,0,0,0,0,0,0,0,0,1,0,1,1
Vis,2011,5,Authalic Parameterization of General Surfaces Using Lie Advection,10.1109/TVCG.2011.171,Guangyu Zou;Jiaxi Hu;Xianfeng Gu;Jing Hua,http://dx.doi.org/10.1109/TVCG.2011.171,J,"Area-preserving surface parameterization, differential forms, Lie advection, surface visualization",p160,10,5,2011 Zou 10.1109/TVCG.2011.171,0,0,0,0,0,0,0,0,0,0,0,0,1
Vis,2011,10,Automatic Transfer Functions Based on Informational Divergence,10.1109/TVCG.2011.173,Marc Ruiz;Anton Bardera;Imma Boada;Ivan Viola,http://dx.doi.org/10.1109/TVCG.2011.173,J,"Transfer function, Information theory, Informational divergence, Kullback-Leibler distance",p161,10,10,2011 Ruiz 10.1109/TVCG.2011.173,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,16,Branching and Circular Features in High Dimensional Data,10.1109/TVCG.2011.177,Bei Wang;Brian Summa;Valerio Pascucci;Mikael Vejdemo-Johansson,http://dx.doi.org/10.1109/TVCG.2011.177,J,"Dimensionality reduction, circular coordinates, visualization, topological analysis",p162,10,16,2011 Wang 10.1109/TVCG.2011.177,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,13,Context Preserving Maps of Tubular Structures,10.1109/TVCG.2011.182,Joseph Marino,http://dx.doi.org/10.1109/TVCG.2011.182,J,"Geometry-based technique, volume rendering, biomedical visualization, medical visualization, conformal mapping",p163,8,13,2011 Marino 10.1109/TVCG.2011.182,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2011,10,Crepuscular Rays for Tumor Accessibility Planning,10.1109/TVCG.2011.184,Rostislav Khlebnikov;Bernhard Kainz;Judith Muehl;Dieter Schmalstieg,http://dx.doi.org/10.1109/TVCG.2011.184,J,"Accessibility, ray casting, medical visualization",p164,10,10,2011 Khlebnikov 10.1109/TVCG.2011.184,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2011,12,Distance Visualization for Interactive 3D Implant Planning,10.1109/TVCG.2011.189,Christian Dick;Rainer Burgkart;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2011.189,J,"Distance visualization, biomedical visualization, implant planning, glyphs, distance fields",p165,10,12,2011 Dick 10.1109/TVCG.2011.189,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2011,11,Evaluation of Trend Localization with Multi-Variate Visualizations,10.1109/TVCG.2011.194,Mark A. Livingston;Jonathan W. Decker,http://dx.doi.org/10.1109/TVCG.2011.194,J,"User study, multi-variate visualization, visual task design, visual analytics",p166,10,11,2011 Livingston 10.1109/TVCG.2011.194,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,12,Extinction-Based Shading and Illumination in GPU Volume Ray-Casting,10.1109/TVCG.2011.198,Philipp Schlegel;Maxim Makhinya;Renato Pajarola,http://dx.doi.org/10.1109/TVCG.2011.198,J,"Volume Rendering, Shadows, Ambient Occlusion, GPU Ray-Casting, Exponential Extinction",p167,8,12,2011 Schlegel 10.1109/TVCG.2011.198,0,1,0,0,0,0,0,0,0,0,1,0,1
Vis,2011,12,Feature-Based Statistical Analysis of Combustion Simulation Data,10.1109/TVCG.2011.199,Janine Bennett;Vaidyanathan Krishnamoorthy;Shusen Liu;Ray W. Grout;Evatt R. Hawkes;Jacqueline Chen;Jason F. Shepherd;Valerio Pascucci;Peer-Timo Bremer,http://dx.doi.org/10.1109/TVCG.2011.199,J,"Topology, Statistics, Data analysis, Data exploration, Visualization in Physical Sciences and Engineering, Multi-variate Data",p168,10,12,2011 Bennett 10.1109/TVCG.2011.199,0,0,0,0,0,0,0,0,1,0,0,1,1
Vis,2011,16,Features in Continuous Parallel Coordinates,10.1109/TVCG.2011.200,Dirk J. Lehmann;Holger Theisel,http://dx.doi.org/10.1109/TVCG.2011.200,J,"Features, Parallel Coordinates, Topology, Visualization",p169,10,16,2011 Lehmann 10.1109/TVCG.2011.200,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,19,Flow Radar Glyphs&amp;#8212;Static Visualization of Unsteady Flow with Uncertainty,10.1109/TVCG.2011.203,Marcel Hlawatsch;Philipp C. Leube;Wolfgang Nowak;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2011.203,J,"Visualization, glyph, uncertainty, unsteady flow",p170,10,19,2011 Hlawatsch 10.1109/TVCG.2011.203,0,0,0,0,1,0,0,0,0,0,0,1,1
Vis,2011,14,FoamVis: Visualization of 2D Foam Simulation Data,10.1109/TVCG.2011.204,Dan R. Lipsa;Robert S. Laramee;Simon J. Cox;Tudur Davies,http://dx.doi.org/10.1109/TVCG.2011.204,J,"Surface Evolver, bubble-scale simulation, time-dependent visualizations",p171,10,14,2011 Lipsa 10.1109/TVCG.2011.204,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,11,GPU-Based Interactive Cut-Surface Extraction From High-Order finite Element fields,10.1109/TVCG.2011.206,Blake Nelson;Robert Michael Kirby;Robert Haimes,http://dx.doi.org/10.1109/TVCG.2011.206,J,"High-order finite elements, spectral/hp elements, cut-plane extraction, GPU-based root-finding, GPU ray-tracing, cut-surface extraction",p172,9,11,2011 Nelson 10.1109/TVCG.2011.206,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,12,GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation,10.1109/TVCG.2011.207,Christian Rieder;Tim Kröger;Christian Schumann;Horst K. Hahn,http://dx.doi.org/10.1109/TVCG.2011.207,J,"Radiofrequency ablation, ablation zone visualization, distance field, volume rendering, GPU, interaction",p173,10,12,2011 Rieder 10.1109/TVCG.2011.207,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2011,10,Hierarchical Event Selection for Video Storyboards with a Case Study on Snooker Video Visualization,10.1109/TVCG.2011.208,Matthew L. Parry;Philip A. Legg;David H. S. Chung;Iwan W. Griffiths;Min Chen,http://dx.doi.org/10.1109/TVCG.2011.208,J,"Multimedia visualization, Time series data, Illustrative visualization",p174,10,10,2011 Parry 10.1109/TVCG.2011.208,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,11,Image Plane Sweep Volume Illumination,10.1109/TVCG.2011.211,Erik Sundén;Anders Ynnerman;Timo Ropinski,http://dx.doi.org/10.1109/TVCG.2011.211,J,"Interactive volume rendering, GPU-based ray-casting, Advanced illumination",p175,10,11,2011 Sundén 10.1109/TVCG.2011.211,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,14,Interactive Multiscale Tensor Reconstruction for Multiresolution Volume Visualization,10.1109/TVCG.2011.214,Susanne K. Suter;José Antonio Iglesias Guitián;Fabio Marton;Marco Agus;Andreas Elsener;Christoph P. E. Zollikofer;Meenakshisundaram Gopi;Enrico Gobbetti;Renato Pajarola,http://dx.doi.org/10.1109/TVCG.2011.214,J,"GPU/CUDA, multiscale, tensor reconstruction, interactive volume visualization, multiresolution rendering",p176,9,14,2011 Suter 10.1109/TVCG.2011.214,0,0,0,0,0,0,1,0,0,0,0,1,1
Vis,2011,8,Interactive Virtual Probing of 4D MRI Blood-Flow,10.1109/TVCG.2011.215,Roy van Pelt;Javier Oliván Bescós;Marcel Breeuwer;Rachel E. Clough;Eduard Gröller;Bart M. ter Haar Romeny;Anna Vilanova,http://dx.doi.org/10.1109/TVCG.2011.215,J,"Probing, Flow visualization, Illustrative visualization, Multivalued images, Phase-contrast cine MRI",p177,10,8,2011 Pelt 10.1109/TVCG.2011.215,1,0,0,0,1,0,0,0,0,0,1,1,1
Vis,2011,8,Interactive Volume Visualization of General Polyhedral Grids,10.1109/TVCG.2011.216,Philipp Muigg;Markus Hadwiger;Helmut Doleisch;Eduard Gröller,http://dx.doi.org/10.1109/TVCG.2011.216,J,"Volume rendering, unstructured grids, polyhedral grids, GPU-based visualization",p178,10,8,2011 Muigg 10.1109/TVCG.2011.216,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,7,"Interactive, Graph-based Visual Analysis of High-dimensional, Multi-parameter Fluorescence Microscopy Data in Toponomics",10.1109/TVCG.2011.217,Steffen Oeltze-Jafra;Wolfgang Freiler,http://dx.doi.org/10.1109/TVCG.2011.217,J,"Visual Analytics, Fluorescence Microscopy, Toponomics, Protein Interaction, Graph Visualization",p179,10,7,2011 Oeltze-Jafra 10.1109/TVCG.2011.217,0,1,0,0,0,0,0,0,0,0,1,0,0
Vis,2011,13,iView: A Feature Clustering Framework for Suggesting Informative Views in Volume Visualization,10.1109/TVCG.2011.218,Ziyi Zheng;Nafees Ahmed;Klaus Mueller,http://dx.doi.org/10.1109/TVCG.2011.218,J,"Direct volume rendering, k-means, entropy, view suggestion, set-cover problem, ant colony optimization",p180,10,13,2011 Zheng 10.1109/TVCG.2011.218,0,1,0,0,0,0,0,0,0,0,1,0,1
Vis,2011,11,Load-Balanced Parallel Streamline Generation on Large Scale Vector fields,10.1109/TVCG.2011.219,Boonthanome Nouanesengsy;Teng-Yok Lee;Han-Wei Shen,http://dx.doi.org/10.1109/TVCG.2011.219,J,"Flow visualization, Parallel processing, 3D vector field visualization, Streamlines",p181,10,11,2011 Nouanesengsy 10.1109/TVCG.2011.219,0,0,0,0,1,1,0,0,0,1,0,1,1
Vis,2011,12,Multi-Touch Table System for Medical Visualization: Application to Orthopedic Surgery Planning,10.1109/TVCG.2011.224,Claes Lundström;Thomas Rydell;Camilla Forsell;Anders Persson;Anders Ynnerman,http://dx.doi.org/10.1109/TVCG.2011.224,J,"Medical visualization, multi-touch, tabletop display, treatment planning",p182,10,12,2011 Lundström 10.1109/TVCG.2011.224,1,0,0,0,0,0,0,0,0,0,1,0,0
Vis,2011,10,Nodes on Ropes: A Comprehensive Data and Control Flow for Steering Ensemble Simulations,10.1109/TVCG.2011.225,Jürgen Waser;Hrvoje Ribicic;Raphael Fuchs;Christian Hirsch;Benjamin Schindler;Günter Blöschl;Eduard Gröller,http://dx.doi.org/10.1109/TVCG.2011.225,J,"Emergency/Disaster Management, Visual Knowledge Discovery, Visualization System and Toolkit Design, Data-Flow, Meta-Flow, Parameter Study, Uncertainty, Visualization of Control",p183,10,10,2011 Waser 10.1109/TVCG.2011.225,0,0,0,0,1,0,0,0,0,0,0,1,0
Vis,2011,11,Projection-Based Metal-Artifact Reduction for Industrial 3D X-ray Computed Tomography,10.1109/TVCG.2011.228,Artem Amirkhanov;Christoph Heinzl;Michael Reiter;Johann Kastner;Eduard Gröller,http://dx.doi.org/10.1109/TVCG.2011.228,J,"Metal-artifact reduction, multi-material components, visual analysis, 3D X-ray computed tomography",p184,10,11,2011 Amirkhanov 10.1109/TVCG.2011.228,1,0,0,0,0,0,0,0,0,0,1,0,0
Vis,2011,10,Quasi Interpolation With Voronoi Splines,10.1109/TVCG.2011.230,Mahsa Mirzargar;Alireza Entezari,http://dx.doi.org/10.1109/TVCG.2011.230,J,"Voronoi Spline, Quasi Interpolation, Volume Visualization, Box spline",p185,10,10,2011 Mirzargar 10.1109/TVCG.2011.230,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,13,Saliency-Assisted Navigation of Very Large Landscape Images,10.1109/TVCG.2011.231,Cheuk Yiu Ip;Amitabh Varshney,http://dx.doi.org/10.1109/TVCG.2011.231,J,"Image Saliency, Very Large Scale Images, Scene Perception, Interactive Visualization, Anomaly Detection, Guided Interaction",p186,10,13,2011 Ip 10.1109/TVCG.2011.231,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,10,Straightening Tubular Flow for Side-by-Side Visualization,10.1109/TVCG.2011.235,Paolo Angelelli;Helwig Hauser,http://dx.doi.org/10.1109/TVCG.2011.235,J,"Flow Visualization, Data Reformation, Comparative Visualization",p187,8,10,2011 Angelelli 10.1109/TVCG.2011.235,0,0,0,0,1,0,0,0,0,0,0,1,1
Vis,2011,13,Symmetry in Scalar field Topology,10.1109/TVCG.2011.236,Dilip Mathew Thomas;Vijay Natarajan,http://dx.doi.org/10.1109/TVCG.2011.236,J,"Scalar field symmetry, contour tree, similarity measure, persistence, isosurface extraction, transfer function design",p188,10,13,2011 Thomas 10.1109/TVCG.2011.236,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,8,The Effect of Colour and Transparency on the Perception of Overlaid Grids,10.1109/TVCG.2011.242,Lyn Bartram;Billy Cheung;Maureen C. Stone,http://dx.doi.org/10.1109/TVCG.2011.242,J,"Information visualization, automated presentation, applied perception, visual design, computational aesthetics",p189,7,8,2011 Bartram 10.1109/TVCG.2011.242,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,12,The FLOWLENS: A Focus-and-Context Visualization Approach for Exploration of Blood Flow in Cerebral Aneurysms,10.1109/TVCG.2011.243,Rocco Gasteiger;Mathias Neugebauer;Oliver Beuing;Bernhard Preim,http://dx.doi.org/10.1109/TVCG.2011.243,J,"Flow Visualization, Focus-and-Context, Illustrative Rendering, Aneurysm",p190,10,12,2011 Gasteiger 10.1109/TVCG.2011.243,1,0,0,0,1,0,0,0,0,0,1,1,1
Vis,2011,13,Topological Spines: A Structure-preserving Visual Representation of Scalar fields,10.1109/TVCG.2011.244,Carlos D. Correa;Peter Lindstrom;Peer-Timo Bremer,http://dx.doi.org/10.1109/TVCG.2011.244,J,"Scalar field topology, topological spine, extremum graph, Morse-Smale complex",p191,10,13,2011 Correa 10.1109/TVCG.2011.244,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,17,Towards Robust Topology of Sparsely Sampled Data,10.1109/TVCG.2011.245,Carlos D. Correa;Peter Lindstrom,http://dx.doi.org/10.1109/TVCG.2011.245,J,"Neighborhood graphs, topology, sparsely sampled data",p192,10,17,2011 Correa 10.1109/TVCG.2011.245,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,10,TransGraph: Hierarchical Exploration of Transition Relationships in Time-Varying Volumetric Data,10.1109/TVCG.2011.246,Yi Gu;Chaoli Wang,http://dx.doi.org/10.1109/TVCG.2011.246,J,"Time-varying data visualization, hierarchical representation, states, transition relationship, user interface",p193,10,10,2011 Gu 10.1109/TVCG.2011.246,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,8,Tuner: Principled Parameter finding for Image Segmentation Algorithms Using Visual Response Surface Exploration,10.1109/TVCG.2011.248,Thomas Torsney-Weir;Ahmed Saad;Torsten Möller;Hans-Christian Hege;Britta Weber;Jean-Marc Verbavatz,http://dx.doi.org/10.1109/TVCG.2011.248,J,"Parameter exploration, Image segmentation, Gaussian Process Model",p194,10,8,2011 Torsney-Weir 10.1109/TVCG.2011.248,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,10,Two-Dimensional Time-Dependent Vortex Regions Based on the Acceleration Magnitude,10.1109/TVCG.2011.249,Jens Kasten;Jan Reininghaus;Ingrid Hotz;Hans-Christian Hege,http://dx.doi.org/10.1109/TVCG.2011.249,J,"Vortex regions, time-dependent flow fields, feature extraction",p195,8,10,2011 Kasten 10.1109/TVCG.2011.249,0,0,0,0,1,0,0,0,0,0,0,1,1
Vis,2011,11,Visualization of AMR Data With Multi-Level Dual-Mesh Interpolation,10.1109/TVCG.2011.252,Patrick J. Moran;David Ellsworth,http://dx.doi.org/10.1109/TVCG.2011.252,J,"Adaptive mesh refinement, AMR, Enzo, interpolation, ray casting, isosurfaces, dual meshes, stitching cells",p196,10,11,2011 Moran 10.1109/TVCG.2011.252,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,8,Visualization of Topological Structures in Area-Preserving Maps,10.1109/TVCG.2011.254,Xavier Tricoche;Christoph Garth;Allen R. Sanderson,http://dx.doi.org/10.1109/TVCG.2011.254,J,"Poincare map, dynamical systems, topology, chaos, area-preserving maps, invariant manifolds",p197,10,8,2011 Tricoche 10.1109/TVCG.2011.254,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,15,Volume Analysis Using Multimodal Surface Similarity,10.1109/TVCG.2011.258,Martin Haidacher;Stefan Bruckner;Eduard Gröller,http://dx.doi.org/10.1109/TVCG.2011.258,J,"Multimodal data, volume visualization, surface similarity",p198,10,15,2011 Haidacher 10.1109/TVCG.2011.258,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2011,9,Voronoi-Based Extraction and Visualization of Molecular Paths,10.1109/TVCG.2011.259,Norbert Lindow;Daniel Baum;Hans-Christian Hege,http://dx.doi.org/10.1109/TVCG.2011.259,J,"Molecular visualization, data filtering, geometry-based techniques, view-dependent visualization",p199,10,9,2011 Lindow 10.1109/TVCG.2011.259,0,0,0,0,0,0,0,0,0,0,0,0,0
